text	gold	text2	sys	cf_sents
Il ouvre le tiroir.	0	Il ouvre le tiroir.	0	0
Le Théâtre représente le Palais de LA FOLIE.	11	Le Théâtre représente le Palais de LA FOLIE.	11	0
Il lui montre des bagues qu'il a.	0	Il lui montre des bagues qu'il a.	10	0
Ils se pressent les mains.	6	Ils se pressent les mains.	6	0
En apercevant le Comte.	0	En apercevant le Comte.	6	0
Polidor doit avoir suivi Tirsis.	7	Polidor doit avoir suivi Tirsis.	7	0
Elle porte la bague à ses lèvres.	1	Elle porte la bague à ses lèvres.	0	0
AIR : Monsieur le Prévôt des Marchands.	8	AIR : Monsieur le Prévôt des Marchands.	4	0
Cris au-dehors :	3	Cris au-dehors :	4	0
Béatrix se retire.	7	Béatrix se retire.	5	0
Elle se lève, et parcourt la chambre de long en large.	0	Elle se lève, et parcourt la chambre de long en large.	7	0
À la Reine.	12	À la Reine.	4	0
Montrant Milady.	0	Montrant Milady.	6	0
À Zaide.	12	À Zaide.	12	0
Air : Le tout par nature.	8	Air : Le tout par nature.	11	0
Il s'en retourne.	5	Il s'en retourne.	5	0
Il arrache les papiers.	10	Il arrache les papiers.	1	0
Cléandre et Ferrande reviennent.	7	Cléandre et Ferrande reviennent.	4	0
PANTOMIME.	8	PANTOMIME.	0	0
AIR. ( Quand je tiens de ce jus d'octobre. )	8	AIR. ( Quand je tiens de ce jus d'octobre. )	3	0
Adrien sort.	5	Adrien sort.	5	0
Ouvrant la première lettre.	0	Ouvrant la première lettre.	10	0
AIR. N'avez-vous pas vu l'horloge.	8	AIR. N'avez-vous pas vu l'horloge.	2	0
Montrant Criséis.	0	Montrant Criséis.	6	0
Montrant Frontin.	0	Montrant Frontin.	6	0
Air 200. Du Feu d'Artifice.	8	Air 200. Du Feu d'Artifice.	8	0
Cécile et Germeuil s'approchent.	7	Cécile et Germeuil s'approchent.	6	0
Ils continuent a chercher le faux Prophète, qui jette sur eux quantité de pétards et d'autres feux d'artifice qui enflamment l'air. On voit en même temps Arlequin dans sa machine qui traverse le théâtre. Il a un pourpoint noir avec un turban et une longue barbe blanche. Le Roi et le Kam sont frappés de cette apparition ; et la Suivante profitant de la crainte dont elle voit le Roi saisi lui dit :	9	Ils continuent a chercher le faux Prophète, qui jette sur eux quantité de pétards et d'autres feux d'artifice qui enflamment l'air. On voit en même temps Arlequin dans sa machine qui traverse le théâtre. Il a un pourpoint noir avec un turban et une longue barbe blanche. Le Roi et le Kam sont frappés de cette apparition ; et la Suivante profitant de la crainte dont elle voit le Roi saisi lui dit :	9	0
La Branche sort.	5	La Branche sort.	5	0
On entend un outil qui fourrage dans la serrure.	9	On entend un outil qui fourrage dans la serrure.	10	0
Arlequin voyant son maître revenu lui dit ;	0	Arlequin voyant son maître revenu lui dit ;	6	0
À Virgine.	12	À Virgine.	12	0
La Scène se passe dans le palais de Lothaire.	11	La Scène se passe dans le palais de Lothaire.	11	0
AIR : J'en avons tant ri	8	AIR : J'en avons tant ri	2	0
Le théâtre représente un salon élégant dans une maison de campagne.	11	Le théâtre représente un salon élégant dans une maison de campagne.	11	0
Il s'échappe.	7	Il s'échappe.	5	0
Air : Quand la bergère vient des champs.	8	Air : Quand la bergère vient des champs.	4	0
Entrée des forgerons.	5	Entrée des forgerons.	4	0
Il s'approche d'un tombeau.	7	Il s'approche d'un tombeau.	7	0
Il donne une épée à Francis et l'autre à Alfred.	10	Il donne une épée à Francis et l'autre à Alfred.	3	0
À Léonidas.	12	À Léonidas.	12	0
Apercevant Dormene.	0	Apercevant Dormene.	6	0
On voit paraître le Marquis dans le miroir.	4	On voit paraître le Marquis dans le miroir.	4	0
À son fils	12	À son fils	12	0
Montrant Martin.	7	Montrant Martin.	6	0
Regardant sa fille.	0	Regardant sa fille.	6	0
Air : Lanturlu.	8	Air : Lanturlu.	8	0
Elle passe à gauche.	11	Elle passe à gauche.	7	0
Tous reviennent, et Madame Raquin remet la lampe sur la table.	7	Tous reviennent, et Madame Raquin remet la lampe sur la table.	0	0
Sainte Cécile sort.	5	Sainte Cécile sort.	5	0
Air : Voulez-vous savoir qui des deux	8	Air : Voulez-vous savoir qui des deux	2	0
À Valentin	12	À Valentin	12	0
Parlant à son cheval.	12	Parlant à son cheval.	6	0
AIR. Tout roule aujourd'hui dans le monde.	8	AIR. Tout roule aujourd'hui dans le monde.	9	0
Brécourt et Duparc commencent à enlever les accessoires.	10	Brécourt et Duparc commencent à enlever les accessoires.	0	0
À Drouillac.	12	À Drouillac.	12	0
Apercevant Angélique.	0	Apercevant Angélique.	4	0
Ayant l'air de chercher autour d'elle.	0	Ayant l'air de chercher autour d'elle.	7	0
Et à Hortensius.	12	Et à Hortensius.	12	0
On les apaise à grand peine.	3	On les apaise à grand peine.	6	0
Duparc sort.	5	Duparc sort.	5	0
Il embrasse Nicette et Mimi.	6	Il embrasse Nicette et Mimi.	6	0
Il remonte la scène.	7	Il remonte la scène.	7	0
Il s'approche après avoir fait tout ce qu'il a dit ci-dessus.	7	Il s'approche après avoir fait tout ce qu'il a dit ci-dessus.	7	0
Aux guerriers.	12	Aux guerriers.	1	0
Villiers disparaît.	5	Villiers disparaît.	5	0
AIR. ( L'autre nuit j'aperçus en songe. }	8	AIR. ( L'autre nuit j'aperçus en songe. }	9	0
Ils s'avancent tous quatre l'épée à la main.	0	Ils s'avancent tous quatre l'épée à la main.	1	0
Il lui porte de même son bras sous le nez.	1	Il lui porte de même son bras sous le nez.	1	0
On entend des clameurs en dehors.	3	On entend des clameurs en dehors.	9	0
Elle a assemblé dans le petit sac tous les bijoux.	10	Elle a assemblé dans le petit sac tous les bijoux.	0	0
Il leur montre un mur qu'on tourne sur un pivot de fer.	0	Il leur montre un mur qu'on tourne sur un pivot de fer.	10	0
Air : A travers ce flacon brillant.	8	Air : A travers ce flacon brillant.	10	0
Continuant à lire.	0	Continuant à lire.	0	0
Il lui donne de l'argent.	10	Il lui donne de l'argent.	10	0
Le théâtre représente un site pittoresque ; une habitation est à la droite du spectateur ; parmi les arbres qui décorent la scène, on remarque un sumac du Canada, qui doit être plus apparent que les autres.	11	Le théâtre représente un site pittoresque ; une habitation est à la droite du spectateur ; parmi les arbres qui décorent la scène, on remarque un sumac du Canada, qui doit être plus apparent que les autres.	11	0
Léandre sort avec Babot.	5	Léandre sort avec Babot.	5	0
Le sujet est d'un Fermier de Livry, qui, par l'adresse de sa femme, se trouve engagé de donner sa nièce à un jeune homme de Paris, quoiqu'il l'eût promise au collecteur. Le moyen dont la femme se sert, est qu'elle feint d'être amoureuse de l'Amant aimé de la nièce. Elle fait même éclater cette feinte passion aux yeux de son mari, qui, pour éviter les suites et les inconvénients, manque de parole au collecteur, fait épouser en hâte sa nièce à son Amant, qu'il croit être aimé de sa femme. Le Divertissement qui suit sert de prélude à la Noce.	9	Le sujet est d'un Fermier de Livry, qui, par l'adresse de sa femme, se trouve engagé de donner sa nièce à un jeune homme de Paris, quoiqu'il l'eût promise au collecteur. Le moyen dont la femme se sert, est qu'elle feint d'être amoureuse de l'Amant aimé de la nièce. Elle fait même éclater cette feinte passion aux yeux de son mari, qui, pour éviter les suites et les inconvénients, manque de parole au collecteur, fait épouser en hâte sa nièce à son Amant, qu'il croit être aimé de sa femme. Le Divertissement qui suit sert de prélude à la Noce.	9	0
Elle rend la lettre a Clémentine.	10	Elle rend la lettre a Clémentine.	3	0
Dorante, se jetant de nouveau à ses pieds.	0	Dorante, se jetant de nouveau à ses pieds.	0	0
Le théâtre représente le devant de la maison de Pantalon.	11	Le théâtre représente le devant de la maison de Pantalon.	11	0
Il ouvre la porte et lit attentivement une carte de visite clouée à l'extérieur.	0	Il ouvre la porte et lit attentivement une carte de visite clouée à l'extérieur.	0	0
Au Suisse.	12	Au Suisse.	11	0
Phalante continue.	3	Phalante continue.	7	0
Le théâtre représente le palais d'Aëtès.	11	Le théâtre représente le palais d'Aëtès.	11	0
Il jette sa bague à terre.	10	Il jette sa bague à terre.	0	0
Ils le frappent.	1	Ils le frappent.	1	0
Pauline à la rue avec une chandelle, et Élise à la fenêtre.	11	Pauline à la rue avec une chandelle, et Élise à la fenêtre.	7	0
À Estelle.	12	À Estelle.	12	0
Scènes italiennes.	8	Scènes italiennes.	11	0
Ils se battent, et Roger ne fait que parer les coups.	1	Ils se battent, et Roger ne fait que parer les coups.	1	0
Il chante un petit motet.	3	Il chante un petit motet.	8	0
Ils se regardent tous deux avec leurs lunettes.	0	Ils se regardent tous deux avec leurs lunettes.	6	0
Voulant lui prendre la main.	6	Voulant lui prendre la main.	6	0
Il dit ces vers tout bas.	3	Il dit ces vers tout bas.	3	0
Apercevant le Lord Houzey et le Marquis.	0	Apercevant le Lord Houzey et le Marquis.	4	0
Il réitère souvent.	3	Il réitère souvent.	3	0
Air : J'aime une jeune Brunette.	8	Air : J'aime une jeune Brunette.	2	0
Louis se lève.	0	Louis se lève.	0	0
Lavinie rentre et Albine continue.	3	Lavinie rentre et Albine continue.	4	0
Elle se met en devoir d'ôter celui qui est sur sa tête.	10	Elle se met en devoir d'ôter celui qui est sur sa tête.	0	0
Il appuie ses deux mains sur sa poitrine.	0	Il appuie ses deux mains sur sa poitrine.	0	0
Il entre dans la maison.	5	Il entre dans la maison.	4	0
On reprend le rondeau en choeur.	10	On reprend le rondeau en choeur.	8	0
Air : On dit que je suis sans malice.	8	Air : On dit que je suis sans malice.	2	0
Prélude.	8	Prélude.	8	0
Il tire sa lettre.	10	Il tire sa lettre.	10	0
Molière rentre.	4	Molière rentre.	4	0
Auguste entre.	4	Auguste entre.	4	0
À Madame Dangeville.	12	À Madame Dangeville.	12	0
À Atrée.	12	À Atrée.	4	0
Il rebaise son sein.	6	Il rebaise son sein.	0	0
À Arzame et au jeune Arzémon.	12	À Arzame et au jeune Arzémon.	12	0
Rire général.	3	Rire général.	0	0
Maître Godard la presse, encor, du geste, seulement.	6	Maître Godard la presse, encor, du geste, seulement.	6	0
Voyant paraître M De Forlis.	0	Voyant paraître M De Forlis.	4	0
On entend dans la Chambre voisine, VAÎné qui appelle à lui en criant.	0	On entend dans la Chambre voisine, VAÎné qui appelle à lui en criant.	6	0
À Rosbif.	12	À Rosbif.	12	0
Air : Vaudeville de Claudine.	8	Air : Vaudeville de Claudine.	8	0
Il appelle ses valets.	3	Il appelle ses valets.	6	0
Il recule d'un autre côté.	7	Il recule d'un autre côté.	7	0
Le Théâtre représente une Place publique.	11	Le Théâtre représente une Place publique.	11	0
Sabine rentre, et Dorante continue.	5	Sabine rentre, et Dorante continue.	4	0
Air 51 : Branle de Metz retourné.	8	Air 51 : Branle de Metz retourné.	8	0
À la petite Befor.	12	À la petite Befor.	6	0
À Denys.	12	À Denys.	12	0
[À tous.]	12	[À tous.]	6	0
Plus haut encore.	3	Plus haut encore.	7	0
Hilaire père s'avance par la porte à demi-ouverte ; il est suivi de son fils. Il lui fait signe de ne pas faire du bruit. Ils marchent doucement ; leurs pas sont tremblants. Ils vont visiter en silence si la porte est bien fermée. Le père prend son fils par la main, la serre avec tendresse, le regarde les larmes aux yeux, et lui dit d'une voix altérée et faible :	0	Hilaire père s'avance par la porte à demi-ouverte ; il est suivi de son fils. Il lui fait signe de ne pas faire du bruit. Ils marchent doucement ; leurs pas sont tremblants. Ils vont visiter en silence si la porte est bien fermée. Le père prend son fils par la main, la serre avec tendresse, le regarde les larmes aux yeux, et lui dit d'une voix altérée et faible :	6	0
Air : Ne m'entendez-vous pas	8	Air : Ne m'entendez-vous pas	3	0
D'une voix il fait marcher la sonnerie. Carillon chez le ministre.	0	D'une voix il fait marcher la sonnerie. Carillon chez le ministre.	8	0
Le paysan veut à son tour prendre Ninette ; mais l'âne, qui s'impatiente, commence à sauter et lancer des ruades à droite et à gauche. Le paysan, pour en éviter une dans le ventre, se retourne et la reçoit dans le derrière. Ninette, qui, pendant ce débat, n'a cessé de crier Maman ! pique son âne et se sauve en disant :	9	Le paysan veut à son tour prendre Ninette ; mais l'âne, qui s'impatiente, commence à sauter et lancer des ruades à droite et à gauche. Le paysan, pour en éviter une dans le ventre, se retourne et la reçoit dans le derrière. Ninette, qui, pendant ce débat, n'a cessé de crier Maman ! pique son âne et se sauve en disant :	6	0
En s'efforçant de paraître encore plus calme	3	En s'efforçant de paraître encore plus calme	3	0
À Raton.	12	À Raton.	4	0
À Mignonnet	12	À Mignonnet	2	0
Les deux femmes remontent.	7	Les deux femmes remontent.	7	0
Il frappe à une autre porte.	0	Il frappe à une autre porte.	7	0
À Édouard.	12	À Édouard.	12	0
Au même temps les Ambassadeurs de Ritiger redoublent leur demande, mais non pas avec un meilleur succès que la première fois ; sinon que par une adresse secrète ils laissent leur bague dans le Palais de cette Reine.	9	Au même temps les Ambassadeurs de Ritiger redoublent leur demande, mais non pas avec un meilleur succès que la première fois ; sinon que par une adresse secrète ils laissent leur bague dans le Palais de cette Reine.	9	0
Ubalde présente le bouclier de diamant aux yeux de Renaud.	0	Ubalde présente le bouclier de diamant aux yeux de Renaud.	10	0
Le théâtre représente un salon très orné.	11	Le théâtre représente un salon très orné.	11	0
Un moment sans rien dire.	3	Un moment sans rien dire.	6	0
AIR. Perrette étant dessus l'herbette.	8	AIR. Perrette étant dessus l'herbette.	11	0
Il plonge son doigt dans l'encrier.	6	Il plonge son doigt dans l'encrier.	10	0
Il lui parle à l'oreille.	3	Il lui parle à l'oreille.	6	0
Apercevant d'Herbain.	0	Apercevant d'Herbain.	4	0
Il lui baise les mains.	6	Il lui baise les mains.	6	0
Germon sort.	5	Germon sort.	0	0
Elle lui montre un coeur de diamant.	0	Elle lui montre un coeur de diamant.	10	0
La chambre de César s'ouvre.	0	La chambre de César s'ouvre.	11	0
Cérémonies qui s'observaient à la Réception des Chevaliers.	8	Cérémonies qui s'observaient à la Réception des Chevaliers.	9	0
Allant se mettre entre Lélie et sa maîtresse.	7	Allant se mettre entre Lélie et sa maîtresse.	7	0
AIR. Sûre de ta foi.	8	AIR. Sûre de ta foi.	3	0
Air 75 : Un petit moment plus tard.	8	Air 75 : Un petit moment plus tard.	9	0
À la foule.	12	À la foule.	11	0
À Ninias.	12	À Ninias.	12	0
À Benoît.	12	À Benoît.	12	0
AIR : Ne m'entendez-vous pas.	8	AIR : Ne m'entendez-vous pas.	2	0
Don Juan demande à boire, et, ses amis périssant, il quitte son verre. Mais après le mot que l'Ombre dit : Qu'en dis-tu ? il boit.	9	Don Juan demande à boire, et, ses amis périssant, il quitte son verre. Mais après le mot que l'Ombre dit : Qu'en dis-tu ? il boit.	0	0
À madame Béverlei.	12	À madame Béverlei.	12	0
Air de la Clef des champs (Deffès)	8	Air de la Clef des champs (Deffès)	8	0
Lui tendant la main :	10	Lui tendant la main :	6	0
Il va se cacher derrière Léandre. Pierrot fait signe à Arlequin de s'approcher ; il flatte le Gougou et fait entendre par signes à Arlequin qu'il est doux et honorable d'en être mangé. Arlequin branle la tête. Carabosse veut entraîner Arlequin vers le Gougou.	9	Il va se cacher derrière Léandre. Pierrot fait signe à Arlequin de s'approcher ; il flatte le Gougou et fait entendre par signes à Arlequin qu'il est doux et honorable d'en être mangé. Arlequin branle la tête. Carabosse veut entraîner Arlequin vers le Gougou.	6	0
À Tous.	12	À Tous.	12	0
Elle fait un grand cri.	3	Elle fait un grand cri.	0	0
AIR. À quoi s'occupe Magdelon ?	8	AIR. À quoi s'occupe Magdelon ?	2	0
AIR. Rions, chantons.	8	AIR. Rions, chantons.	8	0
On entend dans la coulisse le refrain suivant.	0	On entend dans la coulisse le refrain suivant.	8	0
Aux Licteurs.	12	Aux Licteurs.	4	0
À Isabelle se touchant le front avec la main.	12	À Isabelle se touchant le front avec la main.	0	0
Un repas champêtre. L'AMOUR.	0	Un repas champêtre. L'AMOUR.	11	0
Le théâtre représente le palais d'Hercule à Trachine.	11	Le théâtre représente le palais d'Hercule à Trachine.	11	0
Carille sort.	5	Carille sort.	5	0
Céliante sort.	5	Céliante sort.	5	0
Le théâtre doit représenter un vallon délicieux.	11	Le théâtre doit représenter un vallon délicieux.	11	0
Philipin va pour suivre Florence.	7	Philipin va pour suivre Florence.	7	0
Il tombe.	0	Il tombe.	0	0
Il signe.	0	Il signe.	0	0
Madame Hébert se retire.	5	Madame Hébert se retire.	5	0
AIR. Aimez, belle Pastorelle.	8	AIR. Aimez, belle Pastorelle.	8	0
À Mme Argante et à Isabelle.	12	À Mme Argante et à Isabelle.	12	0
Catherine va à la fenêtre.	7	Catherine va à la fenêtre.	7	0
Arlequin arrive et se trouve là.	4	Arlequin arrive et se trouve là.	4	0
Air 62 : Réveillez-vous, belle Endormie.	8	Air 62 : Réveillez-vous, belle Endormie.	12	0
AU PARTERRE.	12	AU PARTERRE.	2	0
Se jetant aux pieds de Wild.	0	Se jetant aux pieds de Wild.	6	0
Stances.	8	Stances.	7	0
Il regarde l'heure à sa montre.	0	Il regarde l'heure à sa montre.	0	0
Aux princes.	12	Aux princes.	4	0
VERS.	8	VERS.	6	0
AIR 6. ( Vous avez bien de la bonté. )	8	AIR 6. ( Vous avez bien de la bonté. )	3	0
Air : Nous autres bons villageois.	8	Air : Nous autres bons villageois.	2	0
À Doña Sol.	12	À Doña Sol.	12	0
Air : Entre l'amour et la raison.	8	Air : Entre l'amour et la raison.	9	0
Air : Ce que j'éprouve en vous voyant.	8	Air : Ce que j'éprouve en vous voyant.	2	0
Il entend La Marquise.	0	Il entend La Marquise.	6	0
Valentin sort. On voit des hommes qui portent des torches, rôder à travers la forêt. Entrent la baronne et l'abbé.	5	Valentin sort. On voit des hommes qui portent des torches, rôder à travers la forêt. Entrent la baronne et l'abbé.	4	0
Il se met à genoux devant elle.	0	Il se met à genoux devant elle.	0	0
Il lui présente son épée.	10	Il lui présente son épée.	6	0
À Aldamon.	12	À Aldamon.	12	0
Air : Un Préfet beau, bien fait.	8	Air : Un Préfet beau, bien fait.	11	0
S'arrêtant.	3	S'arrêtant.	7	0
AIR 121 : Nicolas va voir Jeanne.	8	AIR 121 : Nicolas va voir Jeanne.	4	0
Ils boivent tous trois.	0	Ils boivent tous trois.	6	0
À Tetasse.	12	À Tetasse.	12	0
Voyant paraître Jacques Rosbif.	0	Voyant paraître Jacques Rosbif.	4	0
Air : Chantez, dansez.	8	Air : Chantez, dansez.	8	0
AIR : Monsieur le Prévot des Marchands.	8	AIR : Monsieur le Prévot des Marchands.	4	0
Il lit en parcourant.	0	Il lit en parcourant.	7	0
Air du Piège	8	Air du Piège	8	0
AIR : Les filles sont si sottes.	8	AIR : Les filles sont si sottes.	2	0
Il se laisse choir sur la borne.	10	Il se laisse choir sur la borne.	0	0
dit-il à Pierrot;	12	dit-il à Pierrot;	6	0
Madame Dumond et le prieur sortent. Hélène va leur ouvrir la porte, et leur fait plusieurs révérences, que Madame Dumond lui rend après l'avoir embrassée. Pendant ce temps Monique reste seule sur le devant du théâtre.	9	Madame Dumond et le prieur sortent. Hélène va leur ouvrir la porte, et leur fait plusieurs révérences, que Madame Dumond lui rend après l'avoir embrassée. Pendant ce temps Monique reste seule sur le devant du théâtre.	6	0
Colombine rentre chez elle.	5	Colombine rentre chez elle.	4	0
À ses soeurs.	12	À ses soeurs.	12	0
Elle va ouvrir.	0	Elle va ouvrir.	7	0
Elle ferme la bible et va prendre le berceau.	10	Elle ferme la bible et va prendre le berceau.	0	0
À Zoroaste.	12	À Zoroaste.	4	0
Oronte s'endort.	0	Oronte s'endort.	0	0
Les ombres répètent ces deux derniers vers.	3	Les ombres répètent ces deux derniers vers.	9	0
D'un ton sévère.	3	D'un ton sévère.	3	0
Après avoir lu la lettre.	0	Après avoir lu la lettre.	9	0
Il se met à sa table de travail, étale des papiers et s'y absorbe. Un quart d'heure s'écoule. Colombinette fait mine de s'éveiller. Pierrot met sa plume d'oie à l'oreille, et apprête vite le café au lait de Colombinette. Au moment où elle ouvre les yeux, il le lui pose sur la tablette.	9	Il se met à sa table de travail, étale des papiers et s'y absorbe. Un quart d'heure s'écoule. Colombinette fait mine de s'éveiller. Pierrot met sa plume d'oie à l'oreille, et apprête vite le café au lait de Colombinette. Au moment où elle ouvre les yeux, il le lui pose sur la tablette.	0	0
Il pleure et regardant le valet de pique.	3	Il pleure et regardant le valet de pique.	0	0
Apercevant Monsieur Jourdain.	0	Apercevant Monsieur Jourdain.	4	0
Enchanté.	3	Enchanté.	3	0
TRIO DE RAOUL DE CRÉQUI	8	TRIO DE RAOUL DE CRÉQUI	8	0
À lui.	12	À lui.	12	0
Aux chefs.	12	Aux chefs.	6	0
Il dit à un des Arabes.	12	Il dit à un des Arabes.	6	0
Au Sommeil.	12	Au Sommeil.	9	0
Air : Vraiment oui, c'est demain.	8	Air : Vraiment oui, c'est demain.	2	0
AIR. le bonheur de ma vie n'a duré qu'un moment.	8	AIR. le bonheur de ma vie n'a duré qu'un moment.	2	0
Il lève les Gardes de la Chambre.	0	Il lève les Gardes de la Chambre.	7	0
Madame Simon et Perrette sortent.	5	Madame Simon et Perrette sortent.	5	0
La crypte des anciens rois de Pologne dans la cathédrale de Varsovie.	11	La crypte des anciens rois de Pologne dans la cathédrale de Varsovie.	11	0
NUIT.	11	NUIT.	11	0
Mouvement de retraite.	7	Mouvement de retraite.	7	0
Le petit Blandineau et sa soeur battent Jannot, qui se laisse battre.	1	Le petit Blandineau et sa soeur battent Jannot, qui se laisse battre.	1	0
En regardant le diamant.	0	En regardant le diamant.	6	0
Valère sort.	5	Valère sort.	5	0
Don Juan entre.	4	Don Juan entre.	4	0
Les vents obéissent aussitôt à ce commandement de Persée, et on les voit en un moment détacher cette princesse, et la reporter par-dessus les flots jusqu'aux lieux d'où ils avaient apportée au commencement de cet acte. En même temps Persée revole en haut sur son cheval ailé ; et, après avoir fait un caracol admirable au milieu de l'air, il tire du même côté qu'on a vu disparaître la Princesse : tandis qu'il vole, tout le rivage retentit de cris de joie et de chants de victoire.	9	Les vents obéissent aussitôt à ce commandement de Persée, et on les voit en un moment détacher cette princesse, et la reporter par-dessus les flots jusqu'aux lieux d'où ils avaient apportée au commencement de cet acte. En même temps Persée revole en haut sur son cheval ailé ; et, après avoir fait un caracol admirable au milieu de l'air, il tire du même côté qu'on a vu disparaître la Princesse : tandis qu'il vole, tout le rivage retentit de cris de joie et de chants de victoire.	9	0
Air : Les Proverbes.	8	Air : Les Proverbes.	8	0
Il la caresse.	6	Il la caresse.	6	0
Il va pour écouter à la porte.	0	Il va pour écouter à la porte.	7	0
À Baliveau, voyant son profond étonnement.	12	À Baliveau, voyant son profond étonnement.	9	0
Air : Ces Filles sont si sottes.	8	Air : Ces Filles sont si sottes.	2	0
Après qu'elle a lu.	0	Après qu'elle a lu.	9	0
Ils s'asseyent à la table.	0	Ils s'asseyent à la table.	0	0
AIR 49 : Jardinier, ne vois-tu, pas ?	8	AIR 49 : Jardinier, ne vois-tu, pas ?	12	0
Embrassant son père.	6	Embrassant son père.	6	0
Madame de l'Architrave accompagnée de plusieurs maçons avec leurs outils, salue Arlequin.	4	Madame de l'Architrave accompagnée de plusieurs maçons avec leurs outils, salue Arlequin.	4	0
À l'orchestre : flûtes et clarinettes.	8	À l'orchestre : flûtes et clarinettes.	8	0
Elle veut s'enfuir.	7	Elle veut s'enfuir.	7	0
AIR. Il n'est point de fleurettes, etc.	8	AIR. Il n'est point de fleurettes, etc.	8	0
Apercevant Jean.	0	Apercevant Jean.	4	0
AIR. tourne, tourne, tourne, c'est son paiement.	8	AIR. tourne, tourne, tourne, c'est son paiement.	8	0
L'Amour paraît dans sa Gloire, environné de Grâces et de Plaisirs. Les Divinités de la Terre sont assises sur les ailes du Théâtre, enchaînées de Fleurs ; et les Divinités du Ciel sont au-dessus, assises sur des Nuages. On voit au fond l'Antre de la Jalousie, où elle est enchaînée avec la Rage et le Désespoir.	9	L'Amour paraît dans sa Gloire, environné de Grâces et de Plaisirs. Les Divinités de la Terre sont assises sur les ailes du Théâtre, enchaînées de Fleurs ; et les Divinités du Ciel sont au-dessus, assises sur des Nuages. On voit au fond l'Antre de la Jalousie, où elle est enchaînée avec la Rage et le Désespoir.	11	0
ORACLE.	8	ORACLE.	2	0
À Euryclès.	12	À Euryclès.	12	0
CLOMIRE, PASTORALE.	8	CLOMIRE, PASTORALE.	8	0
À Célie, Galimatias.	12	À Célie, Galimatias.	12	0
LICOMÈDE contraint ALCESTE d'entrer dans la Ville, CÉPHISE la suit, et les soldats de LICOMÈDE ferment la Porte de la Ville aussitôt qu'ils y sont entrés.	7	LICOMÈDE contraint ALCESTE d'entrer dans la Ville, CÉPHISE la suit, et les soldats de LICOMÈDE ferment la Porte de la Ville aussitôt qu'ils y sont entrés.	4	0
À Perside.	12	À Perside.	4	0
AIR : Restez, restez, troupe jolie.	8	AIR : Restez, restez, troupe jolie.	2	0
Sangaride se retire.	5	Sangaride se retire.	5	0
Il présente à Junon trois pailles qu'il a ramassées.	0	Il présente à Junon trois pailles qu'il a ramassées.	10	0
Il avient une paire de pistolets.	1	Il avient une paire de pistolets.	10	0
AIR : Amis, voici la riante semaine.	8	AIR : Amis, voici la riante semaine.	2	0
L'Abbé sort.	5	L'Abbé sort.	5	0
Il dit ces quatre vers bas.	3	Il dit ces quatre vers bas.	3	0
Voyant paraître Éliante.	0	Voyant paraître Éliante.	4	0
Vivement et allant à lui.	7	Vivement et allant à lui.	7	0
Ils se retirent chacun de leur côté. Les filous reviennent, se félicitent de leur fourberie et se proposent de partager la bourse. Divertissant dit qu'il en veut les deux tiers ; Sans-Quartier prétend en avoir la moitié. Ils se battent, le Maître et Gilles se jettent sur eux, appellent les voisins à leur secours. Ils s'emparent de la bourse et battent les filous qui se sauvent, poursuivis par les voisins. Gilles, animé de colère, ne s'en aperçoit pas, il se jette sur son maître qui tient la bourse, la lui veut arracher ; l'assomme de coups. Le Maître crie au secours, les voisins l'arrachent des mains de Gilles qui rosse et son maître et tous les voisins. Après s'être bien battus, ils se reconnaissent, s'embrassent et finissent ainsi la parade.	9	Ils se retirent chacun de leur côté. Les filous reviennent, se félicitent de leur fourberie et se proposent de partager la bourse. Divertissant dit qu'il en veut les deux tiers ; Sans-Quartier prétend en avoir la moitié. Ils se battent, le Maître et Gilles se jettent sur eux, appellent les voisins à leur secours. Ils s'emparent de la bourse et battent les filous qui se sauvent, poursuivis par les voisins. Gilles, animé de colère, ne s'en aperçoit pas, il se jette sur son maître qui tient la bourse, la lui veut arracher ; l'assomme de coups. Le Maître crie au secours, les voisins l'arrachent des mains de Gilles qui rosse et son maître et tous les voisins. Après s'être bien battus, ils se reconnaissent, s'embrassent et finissent ainsi la parade.	1	0
Au moment où l'on voit qu'elle va dire : J'irai, arrive Monsieur de Courcelles.	4	Au moment où l'on voit qu'elle va dire : J'irai, arrive Monsieur de Courcelles.	4	0
L'Exempt et ses Gardes arrivent.	4	L'Exempt et ses Gardes arrivent.	4	0
Le camp sous Varsovie.	11	Le camp sous Varsovie.	11	0
À Alcipe.	12	À Alcipe.	12	0
Ils sortent de la maison d'Atalante.	4	Ils sortent de la maison d'Atalante.	5	0
À Monréal fils.	12	À Monréal fils.	12	0
Il veut prendre Javotte.	6	Il veut prendre Javotte.	6	0
Tout le monde garde le silence.	3	Tout le monde garde le silence.	0	0
Au grand-prêtre.	12	Au grand-prêtre.	12	0
CHANSON des Basques.	8	CHANSON des Basques.	8	0
Au Jeune Homme.	12	Au Jeune Homme.	12	0
À Émilie et au Marquis.	12	À Émilie et au Marquis.	12	0
Entrant dans le corridor.	5	Entrant dans le corridor.	4	0
AIR 5. Quand le péril est agréable.	8	AIR 5. Quand le péril est agréable.	9	0
Il est interrompu par l'arrivée d'André qui, d'un air effrayé, entre par le fond.	3	Il est interrompu par l'arrivée d'André qui, d'un air effrayé, entre par le fond.	4	0
Montrant Mégatise.	0	Montrant Mégatise.	0	0
Air. Pour la Baronne.	8	Air. Pour la Baronne.	10	0
